timestamp,latitude,longitude,speed,heading
2026-09-09T14:30:20.657407+00:00,17.434,78.5015,22.4,235.6
2026-09-09T14:30:21.657407+00:00,17.433583,78.500861,27.8,235.6
2026-09-09T14:30:22.657407+00:00,17.433167,78.500222,31.8,235.6
2026-09-09T14:30:23.657407+00:00,17.43275,78.499583,33.6,235.6
2026-09-09T14:30:24.657407+00:00,17.432333,78.498944,32.6,235.6
2026-09-09T14:30:25.657407+00:00,17.431917,78.498306,29.1,235.6
2026-09-09T14:30:26.657407+00:00,17.4315,78.497667,24.0,235.6
2026-09-09T14:30:27.657407+00:00,17.431083,78.497028,18.5,235.6
2026-09-09T14:30:28.657407+00:00,17.430667,78.496389,13.9,235.6
2026-09-09T14:30:29.657407+00:00,17.43025,78.49575,11.5,235.6
2026-09-09T14:30:30.657407+00:00,17.429833,78.495111,11.7,235.6
2026-09-09T14:30:31.657407+00:00,17.429417,78.494472,14.5,235.6
2026-09-09T14:30:32.657407+00:00,17.429,78.493833,19.3,235.6
2026-09-09T14:30:33.657407+00:00,17.428583,78.493194,24.8,235.6
2026-09-09T14:30:34.657407+00:00,17.428167,78.492556,29.8,235.6
2026-09-09T14:30:35.657407+00:00,17.42775,78.491917,32.9,235.6
2026-09-09T14:30:36.657407+00:00,17.427333,78.491278,33.5,235.6
2026-09-09T14:30:37.657407+00:00,17.426917,78.490639,31.3,235.6
2026-09-09T14:30:38.657407+00:00,17.4265,78.49,0.0,228.3
2026-09-09T14:30:39.657407+00:00,17.4265,78.49,0.0,228.3
2026-09-09T14:30:40.657407+00:00,17.4265,78.49,0.0,228.3
2026-09-09T14:30:41.657407+00:00,17.4265,78.49,22.4,228.3
2026-09-09T14:30:42.657407+00:00,17.426028,78.489444,27.8,228.3
2026-09-09T14:30:43.657407+00:00,17.425556,78.488889,31.8,228.3
2026-09-09T14:30:44.657407+00:00,17.425083,78.488333,33.6,228.3
2026-09-09T14:30:45.657407+00:00,17.424611,78.487778,32.6,228.3
2026-09-09T14:30:46.657407+00:00,17.424139,78.487222,29.1,228.3
2026-09-09T14:30:47.657407+00:00,17.423667,78.486667,24.0,228.3
2026-09-09T14:30:48.657407+00:00,17.423194,78.486111,18.5,228.3
2026-09-09T14:30:49.657407+00:00,17.422722,78.485556,13.9,228.3
2026-09-09T14:30:50.657407+00:00,17.42225,78.485,11.5,228.3
2026-09-09T14:30:51.657407+00:00,17.421778,78.484444,11.7,228.3
2026-09-09T14:30:52.657407+00:00,17.421306,78.483889,14.5,228.3
2026-09-09T14:30:53.657407+00:00,17.420833,78.483333,19.3,228.3
2026-09-09T14:30:54.657407+00:00,17.420361,78.482778,24.8,228.3
2026-09-09T14:30:55.657407+00:00,17.419889,78.482222,29.8,228.3
2026-09-09T14:30:56.657407+00:00,17.419417,78.481667,32.9,228.3
2026-09-09T14:30:57.657407+00:00,17.418944,78.481111,33.5,228.3
2026-09-09T14:30:58.657407+00:00,17.418472,78.480556,31.3,228.3
2026-09-09T14:30:59.657407+00:00,17.418,78.48,22.4,212.5
2026-09-09T14:31:00.657407+00:00,17.417333,78.479556,27.8,212.5
2026-09-09T14:31:01.657407+00:00,17.416667,78.479111,31.8,212.5
2026-09-09T14:31:02.657407+00:00,17.416,78.478667,33.6,212.5
2026-09-09T14:31:03.657407+00:00,17.415333,78.478222,32.6,212.5
2026-09-09T14:31:04.657407+00:00,17.414667,78.477778,29.1,212.5
2026-09-09T14:31:05.657407+00:00,17.414,78.477333,24.0,212.5
2026-09-09T14:31:06.657407+00:00,17.413333,78.476889,18.5,212.5
