timestamp,latitude,longitude,speed,heading
2026-09-09T14:30:20.669775+00:00,17.3688,78.5247,24.0,288.4
2026-09-09T14:30:21.669775+00:00,17.3692,78.523439,29.8,288.4
2026-09-09T14:30:22.669775+00:00,17.3696,78.522178,34.1,288.4
2026-09-09T14:30:23.669775+00:00,17.37,78.520917,36.0,288.4
2026-09-09T14:30:24.669775+00:00,17.3704,78.519656,34.9,288.4
2026-09-09T14:30:25.669775+00:00,17.3708,78.518394,31.2,288.4
2026-09-09T14:30:26.669775+00:00,17.3712,78.517133,25.7,288.4
2026-09-09T14:30:27.669775+00:00,17.3716,78.515872,19.8,288.4
2026-09-09T14:30:28.669775+00:00,17.372,78.514611,14.9,288.4
2026-09-09T14:30:29.669775+00:00,17.3724,78.51335,12.3,288.4
2026-09-09T14:30:30.669775+00:00,17.3728,78.512089,12.5,288.4
2026-09-09T14:30:31.669775+00:00,17.3732,78.510828,15.5,288.4
2026-09-09T14:30:32.669775+00:00,17.3736,78.509567,20.6,288.4
2026-09-09T14:30:33.669775+00:00,17.374,78.508306,26.6,288.4
2026-09-09T14:30:34.669775+00:00,17.3744,78.507044,31.9,288.4
2026-09-09T14:30:35.669775+00:00,17.3748,78.505783,35.3,288.4
2026-09-09T14:30:36.669775+00:00,17.3752,78.504522,35.9,288.4
2026-09-09T14:30:37.669775+00:00,17.3756,78.503261,33.6,288.4
2026-09-09T14:30:38.669775+00:00,17.376,78.502,0.0,300.4
2026-09-09T14:30:39.669775+00:00,17.376,78.502,0.0,300.4
2026-09-09T14:30:40.669775+00:00,17.376,78.502,0.0,300.4
2026-09-09T14:30:41.669775+00:00,17.376,78.502,24.0,300.4
2026-09-09T14:30:42.669775+00:00,17.376528,78.501056,29.8,300.4
2026-09-09T14:30:43.669775+00:00,17.377056,78.500111,34.1,300.4
2026-09-09T14:30:44.669775+00:00,17.377583,78.499167,36.0,300.4
2026-09-09T14:30:45.669775+00:00,17.378111,78.498222,34.9,300.4
2026-09-09T14:30:46.669775+00:00,17.378639,78.497278,31.2,300.4
2026-09-09T14:30:47.669775+00:00,17.379167,78.496333,25.7,300.4
2026-09-09T14:30:48.669775+00:00,17.379694,78.495389,19.8,300.4
2026-09-09T14:30:49.669775+00:00,17.380222,78.494444,14.9,300.4
2026-09-09T14:30:50.669775+00:00,17.38075,78.4935,12.3,300.4
2026-09-09T14:30:51.669775+00:00,17.381278,78.492556,12.5,300.4
2026-09-09T14:30:52.669775+00:00,17.381806,78.491611,15.5,300.4
2026-09-09T14:30:53.669775+00:00,17.382333,78.490667,20.6,300.4
2026-09-09T14:30:54.669775+00:00,17.382861,78.489722,26.6,300.4
2026-09-09T14:30:55.669775+00:00,17.383389,78.488778,31.9,300.4
2026-09-09T14:30:56.669775+00:00,17.383917,78.487833,35.3,300.4
2026-09-09T14:30:57.669775+00:00,17.384444,78.486889,35.9,300.4
2026-09-09T14:30:58.669775+00:00,17.384972,78.485944,33.6,300.4
2026-09-09T14:30:59.669775+00:00,17.3855,78.485,24.0,312.9
2026-09-09T14:31:00.669775+00:00,17.386583,78.483778,29.8,312.9
2026-09-09T14:31:01.669775+00:00,17.387667,78.482556,34.1,312.9
2026-09-09T14:31:02.669775+00:00,17.38875,78.481333,36.0,312.9
2026-09-09T14:31:03.669775+00:00,17.389833,78.480111,34.9,312.9
2026-09-09T14:31:04.669775+00:00,17.390917,78.478889,31.2,312.9
2026-09-09T14:31:05.669775+00:00,17.392,78.477667,25.7,312.9
2026-09-09T14:31:06.669775+00:00,17.393083,78.476444,19.8,312.9
2026-09-09T14:31:07.669775+00:00,17.394167,78.475222,14.9,312.9
2026-09-09T14:31:08.669775+00:00,17.39525,78.474,12.3,312.9
2026-09-09T14:31:09.669775+00:00,17.396333,78.472778,12.5,312.9
2026-09-09T14:31:10.669775+00:00,17.397417,78.471556,15.5,312.9
2026-09-09T14:31:11.669775+00:00,17.3985,78.470333,20.6,312.9
2026-09-09T14:31:12.669775+00:00,17.399583,78.469111,26.6,312.9
2026-09-09T14:31:13.669775+00:00,17.400667,78.467889,31.9,312.9
2026-09-09T14:31:14.669775+00:00,17.40175,78.466667,35.3,312.9
2026-09-09T14:31:15.669775+00:00,17.402833,78.465444,35.9,312.9
2026-09-09T14:31:16.669775+00:00,17.403917,78.464222,33.6,312.9
2026-09-09T14:31:17.669775+00:00,17.405,78.463,0.0,254.4
2026-09-09T14:31:18.669775+00:00,17.405,78.463,0.0,254.4
2026-09-09T14:31:19.669775+00:00,17.405,78.463,0.0,254.4
2026-09-09T14:31:20.669775+00:00,17.405,78.463,24.0,254.4
2026-09-09T14:31:21.669775+00:00,17.404778,78.462167,29.8,254.4
2026-09-09T14:31:22.669775+00:00,17.404556,78.461333,34.1,254.4
2026-09-09T14:31:23.669775+00:00,17.404333,78.4605,36.0,254.4
2026-09-09T14:31:24.669775+00:00,17.404111,78.459667,34.9,254.4
2026-09-09T14:31:25.669775+00:00,17.403889,78.458833,31.2,254.4
2026-09-09T14:31:26.669775+00:00,17.403667,78.458,25.7,254.4
2026-09-09T14:31:27.669775+00:00,17.403444,78.457167,19.8,254.4
2026-09-09T14:31:28.669775+00:00,17.403222,78.456333,14.9,254.4
2026-09-09T14:31:29.669775+00:00,17.403,78.4555,12.3,254.4
2026-09-09T14:31:30.669775+00:00,17.402778,78.454667,12.5,254.4
2026-09-09T14:31:31.669775+00:00,17.402556,78.453833,15.5,254.4
2026-09-09T14:31:32.669775+00:00,17.402333,78.453,20.6,254.4
2026-09-09T14:31:33.669775+00:00,17.402111,78.452167,26.6,254.4
2026-09-09T14:31:34.669775+00:00,17.401889,78.451333,31.9,254.4
2026-09-09T14:31:35.669775+00:00,17.401667,78.4505,35.3,254.4
2026-09-09T14:31:36.669775+00:00,17.401444,78.449667,35.9,254.4
2026-09-09T14:31:37.669775+00:00,17.401222,78.448833,33.6,254.4
2026-09-09T14:31:38.669775+00:00,17.401,78.448,24.0,339.1
2026-09-09T14:31:39.669775+00:00,17.401833,78.447667,29.8,339.1
2026-09-09T14:31:40.669775+00:00,17.402667,78.447333,34.1,339.1
2026-09-09T14:31:41.669775+00:00,17.4035,78.447,36.0,339.1
2026-09-09T14:31:42.669775+00:00,17.404333,78.446667,34.9,339.1
2026-09-09T14:31:43.669775+00:00,17.405167,78.446333,31.2,339.1
2026-09-09T14:31:44.669775+00:00,17.406,78.446,25.7,339.1
2026-09-09T14:31:45.669775+00:00,17.406833,78.445667,19.8,339.1
2026-09-09T14:31:46.669775+00:00,17.407667,78.445333,14.9,339.1
2026-09-09T14:31:47.669775+00:00,17.4085,78.445,12.3,339.1
2026-09-09T14:31:48.669775+00:00,17.409333,78.444667,12.5,339.1
2026-09-09T14:31:49.669775+00:00,17.410167,78.444333,15.5,339.1
2026-09-09T14:31:50.669775+00:00,17.411,78.444,20.6,339.1
2026-09-09T14:31:51.669775+00:00,17.411833,78.443667,26.6,339.1
2026-09-09T14:31:52.669775+00:00,17.412667,78.443333,31.9,339.1
2026-09-09T14:31:53.669775+00:00,17.4135,78.443,35.3,339.1
2026-09-09T14:31:54.669775+00:00,17.414333,78.442667,35.9,339.1
2026-09-09T14:31:55.669775+00:00,17.415167,78.442333,33.6,339.1
2026-09-09T14:31:56.669775+00:00,17.416,78.442,0.0,292.1
2026-09-09T14:31:57.669775+00:00,17.416,78.442,0.0,292.1
2026-09-09T14:31:58.669775+00:00,17.416,78.442,0.0,292.1
2026-09-09T14:31:59.669775+00:00,17.416,78.442,24.0,292.1
2026-09-09T14:32:00.669775+00:00,17.416656,78.440306,29.8,292.1
2026-09-09T14:32:01.669775+00:00,17.417311,78.438611,34.1,292.1
2026-09-09T14:32:02.669775+00:00,17.417967,78.436917,36.0,292.1
2026-09-09T14:32:03.669775+00:00,17.418622,78.435222,34.9,292.1
2026-09-09T14:32:04.669775+00:00,17.419278,78.433528,31.2,292.1
2026-09-09T14:32:05.669775+00:00,17.419933,78.431833,25.7,292.1
2026-09-09T14:32:06.669775+00:00,17.420589,78.430139,19.8,292.1
2026-09-09T14:32:07.669775+00:00,17.421244,78.428444,14.9,292.1
2026-09-09T14:32:08.669775+00:00,17.4219,78.42675,12.3,292.1
2026-09-09T14:32:09.669775+00:00,17.422556,78.425056,12.5,292.1
2026-09-09T14:32:10.669775+00:00,17.423211,78.423361,15.5,292.1
2026-09-09T14:32:11.669775+00:00,17.423867,78.421667,20.6,292.1
2026-09-09T14:32:12.669775+00:00,17.424522,78.419972,26.6,292.1
2026-09-09T14:32:13.669775+00:00,17.425178,78.418278,31.9,292.1
2026-09-09T14:32:14.669775+00:00,17.425833,78.416583,35.3,292.1
2026-09-09T14:32:15.669775+00:00,17.426489,78.414889,35.9,292.1
2026-09-09T14:32:16.669775+00:00,17.427144,78.413194,33.6,292.1
